Unicode	NGram	ID
'h ('	2	1472
'/ 2'	2	1473
'/ n'	2	1474
'e }'	2	1475
'U E'	2	1476
'" g'	2	1477
'c \n'	2	1478
'( v'	2	1479
't M'	2	1480
't <'	2	1481
'c -'	2	1482
'3 "'	2	1483
'd C'	2	1484
"[ '"	2	1485
'r S'	2	1486
'Y o'	2	1487
'0 p'	2	1488
'. A'	2	1489
'g )'	2	1490
'b _'	2	1491
'. R'	2	1492
'( S'	2	1493
'_ w'	2	1494
': ='	2	1495
'_ B'	2	1496
'M  '	2	1497
't E'	2	1498
'c )'	2	1499
'/ D'	2	1500
'`  '	2	1501
'R u'	2	1502
'T S'	2	1503
'  9'	2	1504
'4 -'	2	1505
'e M'	2	1506
'O L'	2	1507
'" T'	2	1508
'\t $'	2	1509
'\x1d'	1	1510
'F l'	2	1511
'e E'	2	1512
'd ;'	2	1513
'z a'	2	1514
't x'	2	1515
'u x'	2	1516
'O O'	2	1517
'\t e'	2	1518
'- h'	2	1519
'  X'	2	1520
'B i'	2	1521
'` `'	2	1522
'P _'	2	1523
'd F'	2	1524
'\x1e'	1	1525
'K E'	2	1526
'N F'	2	1527
'C u'	2	1528
'a /'	2	1529
'\x1f'	1	1530
'r b'	2	1531
'x x'	2	1532
'M S'	2	1533
'h \n'	2	1534
'C U'	2	1535
'\n L'	2	1536
'B E'	2	1537
'V A'	2	1538
'6 \n'	2	1539
'+ 0'	2	1540
'\n a'	2	1541
'S "'	2	1542
'P T'	2	1543
'\t l'	2	1544
'. v'	2	1545
'f -'	2	1546
'F u'	2	1547
'l ;'	2	1548
'I f'	2	1549
'n m'	2	1550
'/ k'	2	1551
'e N'	2	1552
'& &'	2	1553
'M L'	2	1554
't R'	2	1555
'n T'	2	1556
'3 -'	2	1557
'G S'	2	1558
'd m'	2	1559
'- 9'	2	1560
'p ('	2	1561
'e u'	2	1562
'a \n'	2	1563
'" #'	2	1564
'< <'	2	1565
'n S'	2	1566
'I F'	2	1567
'T T'	2	1568
'* )'	2	1569
'C F'	2	1570
'} .'	2	1571
'R a'	2	1572
'8 \n'	2	1573
'" L'	2	1574
'< ?'	2	1575
'0 :'	2	1576
'u 0'	2	1577
'!  '	2	1578
't n'	2	1579
'H T'	2	1580
'e L'	2	1581
'. x'	2	1582
'p c'	2	1583
'm ,'	2	1584
'S P'	2	1585
't B'	2	1586
'y G'	2	1587
'. T'	2	1588
'4 "'	2	1589
'( ('	2	1590
'( l'	2	1591
'  ?'	2	1592
'" ]'	2	1593
'\t f'	2	1594
'd c'	2	1595
'e O'	2	1596
'- g'	2	1597
'y -'	2	1598
'" o'	2	1599
'S H'	2	1600
'D B'	2	1601
'\n \\'	2	1602
'1 ]'	2	1603
'_ 1'	2	1604
'! ='	2	1605
'[  '	2	1606
'\t t'	2	1607
'y )'	2	1608
'L T'	2	1609
's <'	2	1610
'e 2'	2	1611
'N u'	2	1612
'f n'	2	1613
'" \r'	2	1614
'k \n'	2	1615
'< m'	2	1616
': i'	2	1617
'r 1'	2	1618
'e B'	2	1619
'E G'	2	1620
'n C'	2	1621
'x ,'	2	1622
'\n l'	2	1623
'\n ('	2	1624
'B l'	2	1625
'p k'	2	1626
'S U'	2	1627
'2 _'	2	1628
'z i'	2	1629
'r T'	2	1630
'l c'	2	1631
'_  '	2	1632
'a a'	2	1633
's \\'	2	1634
'j o'	2	1635
'\t "'	2	1636
't k'	2	1637
'\t .'	2	1638
'B e'	2	1639
'= 1'	2	1640
'{ i'	2	1641
'O n'	2	1642
'K A'	2	1643
'W a'	2	1644
'5 -'	2	1645
'? >'	2	1646
'F L'	2	1647
'I P'	2	1648
'\n v'	2	1649
'O A'	2	1650
'" v'	2	1651
'_ V'	2	1652
'r C'	2	1653
'm \n'	2	1654
'E P'	2	1655
'g ='	2	1656
'l S'	2	1657
'\t 0'	2	1658
'P e'	2	1659
'  ,'	2	1660
'E l'	2	1661
"' $"	2	1662
'6 -'	2	1663
'A K'	2	1664
', -'	2	1665
'T ,'	2	1666
'{ }'	2	1667
'1 _'	2	1668
', ['	2	1669
'D D'	2	1670
'P P'	2	1671
'\n I'	2	1672
'% s'	2	1673
'/ v'	2	1674
'$ c'	2	1675
'Q u'	2	1676
'- 7'	2	1677
") '"	2	1678
't V'	2	1679
'\t \n'	2	1680
'H o'	2	1681
'\t b'	2	1682
'h )'	2	1683
'" I'	2	1684
'g m'	2	1685
'/ j'	2	1686
'E B'	2	1687
"r '"	2	1688
'< %'	2	1689
'P B'	2	1690
'M O'	2	1691
'{ "'	2	1692
'd f'	2	1693
'% >'	2	1694
'/ A'	2	1695
'o e'	2	1696
'l v'	2	1697
'< I'	2	1698
'L S'	2	1699
': t'	2	1700
'@ p'	2	1701
'?  '	2	1702
'. I'	2	1703
': e'	2	1704
"d '"	2	1705
'[ 1'	2	1706
'\t a'	2	1707
'E -'	2	1708
'# e'	2	1709
'\n T'	2	1710
'5 "'	2	1711
'd T'	2	1712
'( b'	2	1713
'x 1'	2	1714
'U p'	2	1715
', G'	2	1716
'ð'	1	1717
'_ O'	2	1718
'| |'	2	1719
'x :'	2	1720
'( o'	2	1721
's q'	2	1722
'f ,'	2	1723
'O r'	2	1724
'\t N'	2	1725
'\t d'	2	1726
'. L'	2	1727
'{ {'	2	1728
'1 :'	2	1729
'B C'	2	1730
'b b'	2	1731
'T F'	2	1732
'B y'	2	1733
'k ('	2	1734
'V C'	2	1735
'x )'	2	1736
'" \\'	2	1737
'i 3'	2	1738
'\\ \\'	2	1739
'w ('	2	1740
'L ,'	2	1741
'o :'	2	1742
'B X'	2	1743
'[ -'	2	1744
'C S'	2	1745
'G  '	2	1746
'o "'	2	1747
'" D'	2	1748
'a :'	2	1749
'e |'	2	1750
'< k'	2	1751
'- v'	2	1752
'\x0c'	1	1753
'> {'	2	1754
'" -'	2	1755
'f _'	2	1756
'n 3'	2	1757
'E .'	2	1758
't L'	2	1759
's v'	2	1760
'S D'	2	1761
'N I'	2	1762
's n'	2	1763
'S a'	2	1764
'F B'	2	1765
'( 2'	2	1766
'  Q'	2	1767
'\n $'	2	1768
'x /'	2	1769
', c'	2	1770
': S'	2	1771
'R M'	2	1772
'w _'	2	1773
'b c'	2	1774
'! -'	2	1775
'd S'	2	1776
'e V'	2	1777
'_ U'	2	1778
') \\'	2	1779
'~ ~'	2	1780
"' c"	2	1781
'E E'	2	1782
') /'	2	1783
'" {'	2	1784
'" V'	2	1785
'b /'	2	1786
': n'	2	1787
'" R'	2	1788
'. P'	2	1789
'F -'	2	1790
'x "'	2	1791
"' a"	2	1792
'p ;'	2	1793
'\n A'	2	1794
'i u'	2	1795
'h ,'	2	1796
'c ,'	2	1797
'P  '	2	1798
'/ S'	2	1799
'n F'	2	1800
'e ]'	2	1801
'T D'	2	1802
'i -'	2	1803
'2 D'	2	1804
', 5'	2	1805
'l C'	2	1806
'W r'	2	1807
'" 3'	2	1808
'9 \n'	2	1809
'  z'	2	1810
'p ,'	2	1811
'j u'	2	1812
'7 \n'	2	1813
'x 8'	2	1814
'B O'	2	1815
'\n 2'	2	1816
'R D'	2	1817
'R Y'	2	1818
'g p'	2	1819
'4 /'	2	1820
'[ \n'	2	1821
'g |'	2	1822
'R P'	2	1823
'= 0'	2	1824
'\n E'	2	1825
'] ]'	2	1826
'R L'	2	1827
'6 "'	2	1828
'n b'	2	1829
'r I'	2	1830
'p m'	2	1831
'( h'	2	1832
'$ p'	2	1833
'r R'	2	1834
'ð ð'	2	1835
'/ T'	2	1836
'1 /'	2	1837
'} \r'	2	1838
'\\ .'	2	1839
'C M'	2	1840
'S ,'	2	1841
'd P'	2	1842
'm ;'	2	1843
'm t'	2	1844
'X X'	2	1845
'r <'	2	1846
'T C'	2	1847
'n \\'	2	1848
'[ i'	2	1849
'. <'	2	1850
': p'	2	1851
'D r'	2	1852
'm ('	2	1853
'p n'	2	1854
'Y P'	2	1855
'H i'	2	1856
': 2'	2	1857
'[ "'	2	1858
'U A'	2	1859
'{ \r'	2	1860
'A Q'	2	1861
'E V'	2	1862
'0 %'	2	1863
'p /'	2	1864
'n P'	2	1865
'8 -'	2	1866
'x \n'	2	1867
'k "'	2	1868
'i _'	2	1869
'( ['	2	1870
'G I'	2	1871
'B S'	2	1872
'\n P'	2	1873
'z o'	2	1874
') \r'	2	1875
'C I'	2	1876
'$ f'	2	1877
'@  '	2	1878
'H I'	2	1879
'\n 0'	2	1880
'A _'	2	1881
'\n n'	2	1882
'C D'	2	1883
'" w'	2	1884
'x 2'	2	1885
'B r'	2	1886
'; A'	2	1887
'9 -'	2	1888
'2 :'	2	1889
'a )'	2	1890
'" F'	2	1891
'D T'	2	1892
'r F'	2	1893
'а'	1	1894
'U D'	2	1895
'. F'	2	1896
'( M'	2	1897
'e \\'	2	1898
'V I'	2	1899
'T M'	2	1900
'G l'	2	1901
'd n'	2	1902
'  ~'	2	1903
'F T'	2	1904
'\n r'	2	1905
'q l'	2	1906
'R U'	2	1907
': f'	2	1908
'F R'	2	1909
", '"	2	1910
'f d'	2	1911
'i /'	2	1912
', I'	2	1913
'> t'	2	1914
'd k'	2	1915
'" U'	2	1916
'" E'	2	1917
't 3'	2	1918
'< R'	2	1919
'r P'	2	1920
'- 5'	2	1921
'p )'	2	1922
'0 \\'	2	1923
'_ G'	2	1924
'E \n'	2	1925
'G L'	2	1926
'm g'	2	1927
'Q A'	2	1928
'e h'	2	1929
'X T'	2	1930
'y C'	2	1931
'I s'	2	1932
'. B'	2	1933
'Q U'	2	1934
'. M'	2	1935
'O _'	2	1936
'X _'	2	1937
'C )'	2	1938
'x y'	2	1939
'D C'	2	1940
't 2'	2	1941
'a ('	2	1942
'( u'	2	1943
'> C'	2	1944
'3 )'	2	1945
', 6'	2	1946
'- u'	2	1947
'W h'	2	1948
't G'	2	1949
'K _'	2	1950
'b m'	2	1951
'c "'	2	1952
'\n D'	2	1953
'D S'	2	1954
'k ;'	2	1955
'( I'	2	1956
"' ."	2	1957
'+ ='	2	1958
'Y E'	2	1959
'\n b'	2	1960
'M u'	2	1961
'4 )'	2	1962
'X  '	2	1963
'" B'	2	1964
': r'	2	1965
'. N'	2	1966
'T N'	2	1967
'h y'	2	1968
'h s'	2	1969
'( _'	2	1970
': d'	2	1971
'0 <'	2	1972
'd A'	2	1973
'g c'	2	1974
'X P'	2	1975
'c ='	2	1976
'< r'	2	1977
'\t v'	2	1978
'. E'	2	1979
'r V'	2	1980
'7 -'	2	1981
'U B'	2	1982
': 3'	2	1983
'v .'	2	1984
'R G'	2	1985
'( A'	2	1986
'q  '	2	1987
'A V'	2	1988
'l I'	2	1989
'C e'	2	1990
'| A'	2	1991
'" 4'	2	1992
'e {'	2	1993
'/ L'	2	1994
'r \\'	2	1995
'c f'	2	1996
's b'	2	1997
'@ \n'	2	1998
'\x0b'	1	1999
'A ;'	2	2000
'c ('	2	2001
'A 1'	2	2002
'Y ,'	2	2003
'> >'	2	2004
'W o'	2	2005
'O W'	2	2006
'C 0'	2	2007
'g T'	2	2008
'\t #'	2	2009
't O'	2	2010
's C'	2	2011
'[ ['	2	2012
'Y _'	2	2013
'b d'	2	2014
', 7'	2	2015
'_ 0'	2	2016
'5 )'	2	2017
's P'	2	2018
'@ i'	2	2019
': m'	2	2020
'/ F'	2	2021
'- D'	2	2022
'| \n'	2	2023
'h l'	2	2024
'X M'	2	2025
'x 6'	2	2026
'n <'	2	2027
't ]'	2	2028
'n D'	2	2029
'/ I'	2	2030
'> T'	2	2031
'l k'	2	2032
'u o'	2	2033
'> S'	2	2034
'{ $'	2	2035
'_ W'	2	2036
'$ i'	2	2037
'D F'	2	2038
'v 1'	2	2039
'f )'	2	2040
'о'	1	2041
'" }'	2	2042
'w 3'	2	2043
'( *'	2	2044
'd I'	2	2045
'd p'	2	2046
'l 1'	2	2047
'B B'	2	2048
's S'	2	2049
'( T'	2	2050
'} /'	2	2051
'o y'	2	2052
'P S'	2	2053
'\n ['	2	2054
'k u'	2	2055
'  \r'	2	2056
'2 ;'	2	2057
'] .'	2	2058
'E d'	2	2059
't b'	2	2060
'\n ='	2	2061
'n I'	2	2062
'" <'	2	2063
'S \n'	2	2064
'- T'	2	2065
'A Y'	2	2066
'\\ x'	2	2067
') ]'	2	2068
'f c'	2	2069
'v g'	2	2070
'X B'	2	2071
'm c'	2	2072
'y S'	2	2073
'M M'	2	2074
'$ r'	2	2075
'- B'	2	2076
'r D'	2	2077
'B R'	2	2078
"' :"	2	2079
'( x'	2	2080
'\t 2'	2	2081
'# .'	2	2082
'P i'	2	2083
'/ O'	2	2084
'\' "'	2	2085
'u .'	2	2086
'G P'	2	2087
'" %'	2	2088
'b -'	2	2089
'E m'	2	2090
'> A'	2	2091
'0 /'	2	2092
"l '"	2	2093
'$ d'	2	2094
'- 6'	2	2095
'D R'	2	2096
'} <'	2	2097
'E )'	2	2098
'd E'	2	2099
'2 ]'	2	2100
'n M'	2	2101
'l g'	2	2102
'> "'	2	2103
'( N'	2	2104
'G a'	2	2105
'0 C'	2	2106
'( w'	2	2107
'< S'	2	2108
'T \n'	2	2109
't }'	2	2110
'S )'	2	2111
'* >'	2	2112
'i \n'	2	2113
'е'	1	2114
'U P'	2	2115
'; "'	2	2116
'\\ r'	2	2117
'< -'	2	2118
'o ,'	2	2119
'H  '	2	2120
'. _'	2	2121
"' d"	2	2122
'[ s'	2	2123
'@ s'	2	2124
'T P'	2	2125
'. *'	2	2126
'7 "'	2	2127
'" k'	2	2128
'g ;'	2	2129
'0 }'	2	2130
'> ('	2	2131
'w -'	2	2132
'v t'	2	2133
'F E'	2	2134
'" Y'	2	2135
'o /'	2	2136
', M'	2	2137
'r w'	2	2138
'S L'	2	2139
'm G'	2	2140
': b'	2	2141
'd x'	2	2142
'/ B'	2	2143
's T'	2	2144
', S'	2	2145
'e \t'	2	2146
'$ $'	2	2147
'/ M'	2	2148
'\\ t'	2	2149
'9 "'	2	2150
'/ ;'	2	2151
'k n'	2	2152
'r }'	2	2153
'o S'	2	2154
'f g'	2	2155
'> ='	2	2156
"' r"	2	2157
't \\'	2	2158
'n E'	2	2159
'> .'	2	2160
'M ,'	2	2161
'B  '	2	2162
': l'	2	2163
'N V'	2	2164
'% r'	2	2165
'A O'	2	2166
'R N'	2	2167
'B D'	2	2168
'( !'	2	2169
'y /'	2	2170
': v'	2	2171
', K'	2	2172
'r 2'	2	2173
'= $'	2	2174
'0 >'	2	2175
'< F'	2	2176
'k :'	2	2177
'g L'	2	2178
'% e'	2	2179
'e ['	2	2180
'k ,'	2	2181
'y ;'	2	2182
'w :'	2	2183
'm T'	2	2184
'1 A'	2	2185
'\n o'	2	2186
'и'	1	2187
'e 1'	2	2188
'" \''	2	2189
'- A'	2	2190
'S R'	2	2191
'1 B'	2	2192
'< D'	2	2193
'\t C'	2	2194
'M B'	2	2195
'1 C'	2	2196
'P C'	2	2197
'd 1'	2	2198
') {'	2	2199
'y b'	2	2200
'r N'	2	2201
'd L'	2	2202
'E Q'	2	2203
'/ E'	2	2204
'h m'	2	2205
'A 0'	2	2206
', 8'	2	2207
'H _'	2	2208
'E q'	2	2209
'> f'	2	2210
'y i'	2	2211
'f "'	2	2212
'" G'	2	2213
'g d'	2	2214
'J S'	2	2215
'w C'	2	2216
'( g'	2	2217
'A F'	2	2218
't ['	2	2219
'M D'	2	2220
'T L'	2	2221
'i q'	2	2222
': {'	2	2223
'$ a'	2	2224
'D L'	2	2225
'P Y'	2	2226
'. G'	2	2227
'c 2'	2	2228
'e k'	2	2229
'G R'	2	2230
'r B'	2	2231
't U'	2	2232
'> s'	2	2233
'" x'	2	2234
'n h'	2	2235
'p g'	2	2236
'+ \t'	2	2237
'的'	1	2238
', s'	2	2239
'| W'	2	2240
'S B'	2	2241
"' p"	2	2242
'T W'	2	2243
'T ('	2	2244
'. \r'	2	2245
'U M'	2	2246
'a z'	2	2247
'F e'	2	2248
'> p'	2	2249
'r A'	2	2250
'f m'	2	2251
'0 \t'	2	2252
'< A'	2	2253
'S M'	2	2254
'8 e'	2	2255
'v c'	2	2256
'/ R'	2	2257
'e 6'	2	2258
'> ,'	2	2259
'f ;'	2	2260
'p D'	2	2261
': 5'	2	2262
'l r'	2	2263
'o ('	2	2264
'] ['	2	2265
'G H'	2	2266
'O B'	2	2267
'v m'	2	2268
'\n M'	2	2269
'A g'	2	2270
'B F'	2	2271
'_ k'	2	2272
'k o'	2	2273
': C'	2	2274
'T U'	2	2275
'x ('	2	2276
'K I'	2	2277
'，'	1	2278
'/ $'	2	2279
'" 5'	2	2280
'G ,'	2	2281
'B _'	2	2282
'O G'	2	2283
'0 E'	2	2284
'l <'	2	2285
'c 1'	2	2286
'( L'	2	2287
'v -'	2	2288
', $'	2	2289
'C B'	2	2290
'd D'	2	2291
'G u'	2	2292
'f :'	2	2293
'? p'	2	2294
'$  '	2	2295
', O'	2	2296
'a e'	2	2297
'r 3'	2	2298
'\t %'	2	2299
'd v'	2	2300
': g'	2	2301
'4 :'	2	2302
': 4'	2	2303
'3 :'	2	2304
'] ('	2	2305
'g b'	2	2306
'I V'	2	2307
') |'	2	2308
'F _'	2	2309
'н'	1	2310
'l T'	2	2311
'" _'	2	2312
'v _'	2	2313
'w "'	2	2314
'2 /'	2	2315
's ]'	2	2316
'y w'	2	2317
'o z'	2	2318
's N'	2	2319
'i )'	2	2320
'/ 0'	2	2321
'h /'	2	2322
'R \n'	2	2323
'_ 2'	2	2324
'0 e'	2	2325
'> D'	2	2326
'x 4'	2	2327
'! !'	2	2328
'K i'	2	2329
'" ?'	2	2330
'1 p'	2	2331
'h x'	2	2332
'n R'	2	2333
'U t'	2	2334
'P H'	2	2335
'/ "'	2	2336
'k l'	2	2337
'U G'	2	2338
'C 1'	2	2339
'@ c'	2	2340
'i ,'	2	2341
's }'	2	2342
'0 B'	2	2343
'% ='	2	2344
'$ m'	2	2345
'e U'	2	2346
'E 0'	2	2347
', \r'	2	2348
'E ='	2	2349
'x >'	2	2350
'\\ s'	2	2351
'\\ M'	2	2352
'l m'	2	2353
'g S'	2	2354
'$ e'	2	2355
'b g'	2	2356
'/ U'	2	2357
'P h'	2	2358
'> c'	2	2359
's A'	2	2360
'G C'	2	2361
'T )'	2	2362
'( @'	2	2363
'4 B'	2	2364
't W'	2	2365
'. W'	2	2366
'n O'	2	2367
'J a'	2	2368
'a S'	2	2369
'\n R'	2	2370
'n B'	2	2371
'$ l'	2	2372
'b ,'	2	2373
'r M'	2	2374
'0 _'	2	2375
'< f'	2	2376
'O ,'	2	2377
"' f"	2	2378
': A'	2	2379
'g B'	2	2380
'd R'	2	2381
'- *'	2	2382
'i ]'	2	2383
'n r'	2	2384
'z  '	2	2385
'l \t'	2	2386
'R i'	2	2387
'D 0'	2	2388
'c x'	2	2389
"' m"	2	2390
'c 0'	2	2391
'2 >'	2	2392
'O V'	2	2393
', Q'	2	2394
'F C'	2	2395
'4 _'	2	2396
'т'	1	2397
'\n g'	2	2398
'Q L'	2	2399
'y a'	2	2400
'? x'	2	2401
'F D'	2	2402
'h b'	2	2403
'+ 1'	2	2404
'v 2'	2	2405
'" y'	2	2406
'b \n'	2	2407
'- .'	2	2408
'( &'	2	2409
'r 8'	2	2410
'b "'	2	2411
'} {'	2	2412
', a'	2	2413
's V'	2	2414
'b p'	2	2415
'G U'	2	2416
'{ \\'	2	2417
"' b"	2	2418
"0 '"	2	2419
'# 0'	2	2420
'| x'	2	2421
'y T'	2	2422
'b 2'	2	2423
'- C'	2	2424
'A X'	2	2425
'1 D'	2	2426
'. H'	2	2427
'* -'	2	2428
't H'	2	2429
'v b'	2	2430
'h S'	2	2431
'( U'	2	2432
'y N'	2	2433
'G o'	2	2434
'B g'	2	2435
'e W'	2	2436
'c b'	2	2437
'| $'	2	2438
'< O'	2	2439
'4 E'	2	2440
'M T'	2	2441
'\\ i'	2	2442
'd B'	2	2443
'E ('	2	2444
'I _'	2	2445
'v s'	2	2446
"y '"	2	2447
'0 F'	2	2448
'( :'	2	2449
'( D'	2	2450
'b f'	2	2451
'6 )'	2	2452
"' l"	2	2453
'{ c'	2	2454
'k /'	2	2455
': h'	2	2456
'c n'	2	2457
'I I'	2	2458
'` \n'	2	2459
'A b'	2	2460
'4 F'	2	2461
'\\ c'	2	2462
'3 D'	2	2463
') }'	2	2464
'# f'	2	2465
'e G'	2	2466
'0 A'	2	2467
'3 C'	2	2468
's L'	2	2469
'D 1'	2	2470
', 9'	2	2471
'D U'	2	2472
's I'	2	2473
'e H'	2	2474
's B'	2	2475
'( 3'	2	2476
'H R'	2	2477
'1 }'	2	2478
'( B'	2	2479
'N \n'	2	2480
'L )'	2	2481
': T'	2	2482
'w ,'	2	2483
'{ t'	2	2484
'U C'	2	2485
'1 \t'	2	2486
's D'	2	2487
"g '"	2	2488
'e +'	2	2489
"2 '"	2	2490
'r h'	2	2491
'h 2'	2	2492
'i :'	2	2493
'n L'	2	2494
'y I'	2	2495
"' i"	2	2496
'M C'	2	2497
'l A'	2	2498
'Y ;'	2	2499
'I ,'	2	2500
', %'	2	2501
'! \n'	2	2502
'K  '	2	2503
'F 0'	2	2504
'\\ b'	2	2505
'; s'	2	2506
'd 2'	2	2507
'e \r'	2	2508
'\t -'	2	2509
'd G'	2	2510
'& #'	2	2511
'$ o'	2	2512
'/ W'	2	2513
'< 0'	2	2514
') -'	2	2515
'k t'	2	2516
'\n B'	2	2517
'c ;'	2	2518
'\n F'	2	2519
'F 1'	2	2520
'k )'	2	2521
'W H'	2	2522
'é'	1	2523
'E 1'	2	2524
'> a'	2	2525
'W O'	2	2526
'@ a'	2	2527
'A -'	2	2528
's E'	2	2529
'< o'	2	2530
'- E'	2	2531
'C 9'	2	2532
'S Y'	2	2533
'r E'	2	2534
'( .'	2	2535
'D \n'	2	2536
'" W'	2	2537
'\t S'	2	2538
'b )'	2	2539
'p 1'	2	2540
'R )'	2	2541
"1 '"	2	2542
'[ 2'	2	2543
'b k'	2	2544
'+ \n'	2	2545
', i'	2	2546
'C 3'	2	2547
'$ b'	2	2548
'S Q'	2	2549
'y c'	2	2550
'c 3'	2	2551
'{ p'	2	2552
'\t A'	2	2553
'> &'	2	2554
'J o'	2	2555
'{ s'	2	2556
's R'	2	2557
'- I'	2	2558
': P'	2	2559
'( %'	2	2560
'g I'	2	2561
'3 /'	2	2562
': R'	2	2563
'm ='	2	2564
'8 B'	2	2565
'E Y'	2	2566
'h ;'	2	2567
'P D'	2	2568
'- x'	2	2569
'F S'	2	2570
'> g'	2	2571
'1 >'	2	2572
': o'	2	2573
'0 D'	2	2574
'@ t'	2	2575
's F'	2	2576
'\x82'	1	2577
'@ g'	2	2578
'i 1'	2	2579
'4 ]'	2	2580
'l B'	2	2581
'y P'	2	2582
'^ ^'	2	2583
's 2'	2	2584
'! E'	2	2585
'A W'	2	2586
'x T'	2	2587
'u 3'	2	2588
'x h'	2	2589
'I Z'	2	2590
'k b'	2	2591
'B 0'	2	2592
', U'	2	2593
'I X'	2	2594
'L C'	2	2595
'd M'	2	2596
'@ r'	2	2597
'k I'	2	2598
'\t g'	2	2599
'\\  '	2	2600
'< g'	2	2601
'р'	1	2602
'  Z'	2	2603
'd 3'	2	2604
'x f'	2	2605
'H t'	2	2606
'D 3'	2	2607
'b :'	2	2608
'm C'	2	2609
'O v'	2	2610
'q c'	2	2611
') ('	2	2612
'\t u'	2	2613
'n ]'	2	2614
'h 1'	2	2615
'\t o'	2	2616
'> 1'	2	2617
'n N'	2	2618
'< B'	2	2619
': I'	2	2620
'% ;'	2	2621
'B -'	2	2622
'Y S'	2	2623
'f p'	2	2624
'a 1'	2	2625
'" H'	2	2626
'p T'	2	2627
'y <'	2	2628
': u'	2	2629
'+ )'	2	2630
'1 F'	2	2631
'{ P'	2	2632
'8 )'	2	2633
'l M'	2	2634
'd O'	2	2635
'\n 3'	2	2636
'\n )'	2	2637
': #'	2	2638
'l P'	2	2639
': D'	2	2640
'Z E'	2	2641
'e 3'	2	2642
'B 1'	2	2643
', r'	2	2644
'8 :'	2	2645
"' D"	2	2646
'k d'	2	2647
'" O'	2	2648
'\t P'	2	2649
'S .'	2	2650
'D -'	2	2651
'# {'	2	2652
'5 p'	2	2653
'o B'	2	2654
"' /"	2	2655
'a h'	2	2656
'D V'	2	2657
'f 0'	2	2658
'r 0'	2	2659
'y g'	2	2660
'n A'	2	2661
'N N'	2	2662
'. )'	2	2663
'\\ p'	2	2664
'6 /'	2	2665
'S F'	2	2666
'3 B'	2	2667
'S ='	2	2668
'$ n'	2	2669
'l w'	2	2670
'\t n'	2	2671
', m'	2	2672
'. $'	2	2673
'3 d'	2	2674
'w \n'	2	2675
'{ %'	2	2676
'g y'	2	2677
'% }'	2	2678
'v 0'	2	2679
'm S'	2	2680
'_ \n'	2	2681
'f 1'	2	2682
'X C'	2	2683
'" j'	2	2684
'5 :'	2	2685
'u _'	2	2686
'_ )'	2	2687
'o C'	2	2688
'U ,'	2	2689
'd H'	2	2690
'2 C'	2	2691
'S V'	2	2692
'2 c'	2	2693
'N ,'	2	2694
'< v'	2	2695
'A \n'	2	2696
'r L'	2	2697
'. U'	2	2698
': w'	2	2699
'C 2'	2	2700
'1 e'	2	2701
'i "'	2	2702
'C 5'	2	2703
'; -'	2	2704
'4 ;'	2	2705
'% d'	2	2706
'E O'	2	2707
'2 B'	2	2708
', t'	2	2709
'K ,'	2	2710
'\xa0'	1	2711
'( R'	2	2712
'a T'	2	2713
'n }'	2	2714
'd <'	2	2715
'4 A'	2	2716
'6 _'	2	2717
'p S'	2	2718
'A 3'	2	2719
'0 f'	2	2720
"' e"	2	2721
'9 /'	2	2722
'd \t'	2	2723
'( -'	2	2724
'_ ('	2	2725
'C X'	2	2726
'\t E'	2	2727
'C G'	2	2728
'd ]'	2	2729
'F 4'	2	2730
'@ f'	2	2731
'< u'	2	2732
'" 6'	2	2733
"' n"	2	2734
': ['	2	2735
'g C'	2	2736
"' h"	2	2737
'9 E'	2	2738
't \t'	2	2739
'U r'	2	2740
'( F'	2	2741
'b >'	2	2742
'a 2'	2	2743
'= 2'	2	2744
'@ e'	2	2745
'A w'	2	2746
'k B'	2	2747
'h d'	2	2748
'k ='	2	2749
'( E'	2	2750
'l D'	2	2751
'\n h'	2	2752
'g <'	2	2753
'o )'	2	2754
'[ t'	2	2755
'= \\'	2	2756
'\t D'	2	2757
'6 :'	2	2758
'E "'	2	2759
'f x'	2	2760
'A 2'	2	2761
'd }'	2	2762
'2 d'	2	2763
'd \\'	2	2764
'# 1'	2	2765
'[ c'	2	2766
'g E'	2	2767
'm 4'	2	2768
'2 p'	2	2769
'3 _'	2	2770
'D M'	2	2771
'. k'	2	2772
'F 7'	2	2773
': \t'	2	2774
'3 ]'	2	2775
'r \t'	2	2776
'& n'	2	2777
'{ 0'	2	2778
'0 \r'	2	2779
'm x'	2	2780
'\\ l'	2	2781
'o ;'	2	2782
'd w'	2	2783
'0 d'	2	2784
'D "'	2	2785
'O c'	2	2786
'~  '	2	2787
'f 8'	2	2788
'2 F'	2	2789
', +'	2	2790
'( k'	2	2791
"' #"	2	2792
': ('	2	2793
". '"	2	2794
'g N'	2	2795
'\t R'	2	2796
'@ l'	2	2797
'e 0'	2	2798
"' S"	2	2799
'Y A'	2	2800
'\n !'	2	2801
'\ufeff'	1	2802
'X E'	2	2803
'r ]'	2	2804
'C 4'	2	2805
'p b'	2	2806
"' ="	2	2807
'v l'	2	2808
'A 4'	2	2809
'O K'	2	2810
'N )'	2	2811
'A 6'	2	2812
', .'	2	2813
'S k'	2	2814
'% \n'	2	2815
'b n'	2	2816
'i 8'	2	2817
'9 ]'	2	2818
', p'	2	2819
'j  '	2	2820
'C 7'	2	2821
'C -'	2	2822
'\x7f'	1	2823
': N'	2	2824
'> \\'	2	2825
'H P'	2	2826
